Record ID#,Jurisdiction Name,State,Jurisdiction Type,Date,Description,Finance Mechanism,"""Other"" Comment",Purpose,Total Funds at Stake,Conservation Funds at Stake,Total Funds Approved,Conservation Funds Approved,Pass?,Status,VotesYes,VotesNo,Total Votes,% Yes,% No,Notes,Expiration?,Year of Expiration,Year of Renewal,FIPS1,FIPS,Related Code - Political DB
7915,Baytown,TX,Municipal,5/4/1991,Goose Creek Stream and Park bonds,Bond,,Parks,"$1,800,000 ","$500,000 ","$1,800,000 ","$500,000 ",yes,Pass,"1,643",827,"2,470",66.52%,33.48%,,no,,,4806128,4806128,
7925,Arlington,TX,Municipal,5/4/1991,Park and Recreation bonds,Bond,,"Recreation, parks","$20,000,000 ","$10,000,000 ","$20,000,000 ","$10,000,000 ",yes,Pass,"8,338","6,846","15,184",54.91%,45.09%,,no,,,4804000,4804000,
9414,Baytown,TX,Municipal,5/4/1991,"Proposition #3, Bonds for the purchase of a public marina",Bond,,"Recreation, parks","$4,700,000 ","$4,700,000 ","$4,700,000 ","$4,700,000 ",yes,Pass,"1,445","1,010","2,455",58.86%,41.14%,,no,,,4806128,4806128,
7921,Hillsboro,Ore,Municipal,11/5/1991,Bond for park acquisition,Bond,,"Parks, trails","$6,500,000 ","$6,500,000 ",,,no,Fail,"3,930","4,121","8,051",48.81%,51.19%,,no,,,4134100,4134100,
9396,Gates Mills,OH,Municipal,11/5/1991,"5-year, one mill property tax for open space fund",Property tax,,Open space,"$1,000,000 ","$900,000 ","$1,000,000 ","$900,000 ",yes,Pass,555,539,"1,094",50.73%,49.27%,,yes,1996,,3929498,3929498,
7794,Southold,NY,Municipal,11/5/1991,Bond for acquisition of open space,Bond,,"Open space, farmland","$1,750,000 ","$1,750,000 ","$1,750,000 ","$1,750,000 ",yes,Pass,,,,,,,no,,,3610369463,3610369463,
7859,Mecklenburg County,NC,County,11/5/1991,Bonds for parks,Bond,,"Recreation, parks, greenways","$10,245,000 ","$5,000,000 ","$10,245,000 ","$5,000,000 ",yes,Pass,"44,008","28,488","72,496",60.70%,39.30%,,no,,,37119,37119,37119
7524,Maine,ME,State,11/1/1991,Bond for purchasing land ,Bond,,"Recreation, open space, wildlife habitat","$5,000,000 ","$5,000,000 ",,,no,Fail,"161,456","214,929","376,385",42.90%,57.10%,,no,,,23,23,23
7747,DuPage County Forest Preserve District,IL,County,11/5/1991,Bond to continue forest acquisitions,Bond,,"Open space, forests","$5,000,000 ","$5,000,000 ","$5,000,000 ","$5,000,000 ",yes,Pass,"36,645","29,731","66,376",55.21%,44.79%,,no,,,17043,17043,17043
7748,Lake County Forest Preserve District,IL,County,11/5/1991,Bond for open space land acquisition program,Bond,,Open space,"$45,000,000 ","$35,000,000 ",,,no,Fail,"24,218","28,900","53,118",45.59%,54.41%,,no,,,17097,17097,17097
7866,Boca Raton,FL,Municipal,10/22/1991,Bond for environmentally sensitive land,Bond,,"Open space, wildlife habitat","$12,000,000 ","$9,000,000 ","$12,000,000 ","$9,000,000 ",yes,Pass,"4,298","2,051","6,349",67.70%,32.30%,,no,,,1207300,1207300,
9261,Palm Beach County,FL,County,3/12/1991,"Bond to acquire, preserve and maintain environmentally sensitive lands, including the protection of wildlife. ",Bond,,"Open space, wildlife habitat","$100,000,000 ","$100,000,000 ","$100,000,000 ","$100,000,000 ",yes,Pass,"46,910","23,617","70,527",66.51%,33.49%,,no,,,12099,12099,12099
7776,Crested Butte,CO,Municipal,11/5/1991,"1.5% real estate transfer tax for open space, wildlife and wetlands",Real estate transfer tax,,"Open space, watershed protection, wildlife habitat","$31,307,360 ","$31,307,360 ","$31,307,360 ","$31,307,360 ",yes,Pass,251,130,381,65.88%,34.12%,No ballot language available,no,,,818310,818310,
7749,Los Angeles County,CA,County,6/4/1991,Proposition B- Bond for recreational and cultural projects,Bond,,"Parks, trails","$817,000,000 ","$20,000,000 ",,,no,Fail,,,,,,57% to 43%  2/3 vote needed,no,,,6037,6037,6037
7927,Maricopa County,AZ,County,11/5/1991,Park and Recreation bonds,Bond,,"Recreation, parks","$40,855,000 ","$8,171,000 ",,,no,Fail,"88,408","122,793","211,201",41.86%,58.14%,,no,,,4013,4013,4013
7686,Kitsap County,WA,County,9/15/1992,"Proposition 1, bond for open space and park development",Bond,,"Open space, parks,trails","$70,000,000 ","$70,000,000 ",,,no,Fail,"22,896","22,027","44,923",50.97%,49.03%,2/3 vote needed,no,,,53035,53035,53035
7934,Mill Creek,WA,Municipal,11/3/1992,Park Bonds,Bond,,Parks,"$5,100,000 ","$5,100,000 ",,,no,Fail,"1,936","2,138","4,074",47.52%,52.48%,,no,,,5345865,5345865,
7770,Virginia,VA,State,11/3/1992,Bond for capital projects for park and recreation facilities including land acquisition,Bond,,"Open space, parks, recreation","$95,365,000 ","$36,000,000 ","$95,365,000 ","$36,000,000 ",yes,Pass,"1,466,686","722,840","2,189,526",66.99%,33.01%,,no,,,51,51,51
7613,Austin,TX,Municipal,8/8/1992,Bond for the acquisition and improvement of land to protect water quality and endangered species,Bond,,"Watershed protection, wildlife habitat","$22,000,000 ","$22,000,000 ","$22,000,000 ","$22,000,000 ",yes,Pass,"45,927","25,108","71,035",64.65%,35.35%,,no,,,4805000,4805000,
7617,Austin,TX,Municipal,8/8/1992,Bond for the acquisition of land for water quality preservation in Greater Austin and environmental sensitive land in the Barton Springs Recharge Zone,Bond,,"Parks, watershed protection","$20,000,000 ","$20,000,000 ","$20,000,000 ","$20,000,000 ",yes,Pass,"42,268","28,017","70,285",60.14%,39.86%,,no,,,4805000,4805000,
7896,Richardson,TX,Municipal,12/5/1992,Bond for parks,Bond,,Parks,"$8,550,000 ","$2,000,000 ","$8,550,000 ","$2,000,000 ",yes,Pass,"3,513","1,633","5,146",68.27%,31.73%,,no,,,4861796,4861796,
7919,Grapevine,TX,Municipal,3/28/1992,Park and Recreation bonds,Bond,,"Recreation, parks","$600,000 ","$200,000 ","$600,000 ","$200,000 ",yes,Pass,"1,262",732,"1,994",63.29%,36.71%,Tarrant County,no,,,4830644,4830644,
9618,Smithfield,RI,Municipal,11/3/1992,Bond for the preservation of open space and recreational areas,Bond,,"Open space, recreation","$1,400,000 ","$1,400,000 ","$1,400,000 ","$1,400,000 ",yes,Pass,895,775,"1,670",53.59%,46.41%,,no,,,4400766200,4400766200,
7918,Troutdale,Ore,Municipal,9/15/1992,Bond for park acquisition,Bond,,Parks,"$600,000 ","$300,000 ","$600,000 ","$300,000 ",yes,Pass,"1,064",664,"1,728",61.57%,38.43%,Multnomah County,no,,,4174850,4174850,
7908,Edmond,OK,Municipal,9/15/1992,Bond for parks,Bond,,Parks,"$1,089,000 ","$1,089,000 ","$1,089,000 ","$1,089,000 ",yes,Pass,"6,243","5,576","11,819",52.82%,47.18%,,no,,,4023200,4023200,
7833,Geauga County Park District,OH,County,11/3/1992,"20-year, tax levy for parks",Property tax,,Parks,"$24,000,000 ","$9,600,000 ","$24,000,000 ","$9,600,000 ",yes,Pass,"19,373","15,696","35,069",55.24%,44.76%,,yes,2012,,39055,39055,39055
7895,New Mexico,NM,State,11/3/1992,Bond for state parks,Bond,,Parks,"$1,550,000 ","$500,000 ",,,no,Fail,"225,264","233,136","458,400",49.14%,50.86%,,no,,,35,35,35
7716,Morris County,NJ,County,11/5/1992,.02 cent property tax to establish an open space trust fund,Property tax,,"Open space, recreation, watershed protection, farmland",,,,,yes,Pass,"115,655","52,182","167,837",68.91%,31.09%,,no,,,34027,34027,34027
7785,Randolph Township,NJ,Municipal,11/3/1992,2 cent per 100 dollar property tax levy for creation of “Open Space Trust Fund”,Property tax,,Open space,"$4,000,000 ","$4,000,000 ","$4,000,000 ","$4,000,000 ",yes,Pass,"5,749","2,807","8,556",67.19%,32.81%,Morris County,no,,,3402761890,3402761890,
8084,Denville Township,NJ,Municipal,11/3/1992,1-cent tax for the Open Space Trust Fund,Property tax,,Open space,,,,,yes,Pass,"3,701","2,371","6,072",60.95%,39.05%,Morris County,no,,,3402717650,3402717650,
9318,New Jersey,NJ,State,11/3/1992,"Public Question No. 1, Green Acres, Clean Water, Farmland and Historic Preservation Bond Act of 1992",Bond,,"Open space, farmland, watershed protection, recreation","$345,000,000 ","$200,000,000 ","$345,000,000 ","$200,000,000 ",yes,Pass,"1,782,132","681,247","2,463,379",72.35%,27.65%,75/25,no,,,34,34,34
10011,Nebraska,NE,State,11/3/1992,Constitutional Amendment establishing the Nebraska State Lottery with 49.5 percent of the proceeds dedicated to the Nebraska Environmental Trust Fund,Other,Lottery proceeds,"Open space, wildlife habitat, watershed protection","$600,000,000 ","$297,000,000 ","$600,000,000 ","$297,000,000 ",yes,Pass,"440,973","267,928","708,901",62.21%,37.79%,THe funding allocation was passed prior to the election.  In 2004 voters approved a new funding allocation which changed the Environmental Trust portion to 44.5% from 49.5%,no,,,31,31,31
7684,Harford County,MD,County,11/3/1992,Transfer tax to preserve farmland through the purchase of conservation easements,Real estate transfer tax,,Farmland,"$70,000,000 ","$70,000,000 ","$70,000,000 ","$70,000,000 ",yes,Pass,"50,329","21,843","72,172",69.73%,30.27%,,no,,,24025,24025,24025
7836,Baltimore County,MD,County,11/3/1992,Bond for the purchase of easements,Bond,,"Open space, farmland","$660,000 ","$660,000 ","$660,000 ","$660,000 ",yes,Pass,,,,,,,no,,,24005,24005,24005
7730,Lake Zurich,IL,Municipal,11/3/1992,Bond to buy and renovate  Breezewald Park and preserve as open space,Bond,,"Open space, park","$1,000,000 ","$1,000,000 ","$1,000,000 ","$1,000,000 ",yes,Pass,"4,899","2,245","7,144",68.58%,31.42%,Lake County,no,,,1741742,1741742,
7759,DuPage County Forest Preserve District,IL,County,3/17/1992,Bond to purchase 90 acres of land known as Mayslake,Bond,,Open space,"$15,000,000 ","$15,000,000 ",,,no,Fail,"79,002","84,136","163,138",48.43%,51.57%,,no,,,17043,17043,17043
7760,DuPage County Forest Preserve District,IL,County,11/3/1992,Bond to purchase 90 acres of land known as Mayslake,Bond,,Open space,"$17,500,000 ","$17,500,000 ","$17,500,000 ","$17,500,000 ",yes,Pass,"165,249","160,927","326,176",50.66%,49.34%,,no,,,17043,17043,17043
7762,Dundee Township Park District,IL,Special District,11/3/1992,Bond issue for acquisition and preservation of 50 acres of forested land,Bond,,"Open space, forests","$1,500,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",yes,Pass,"9,283","3,736","13,019",71.30%,28.70%,,no,,,,,
7838,Carol Stream Park District,IL,Special District,11/3/1992,Bond issue for land acquisition,Bond,,Open space,"$5,500,000 ","$5,500,000 ",,,no,Fail,"5,824","6,664","12,488",46.64%,53.36%,,no,,,,,
7636,Polk County,FL,County,9/1/1992,"5-year, one cent sales tax partly for land acquisition, water, and wildlife preservation",Sales tax,,"Open space, wildlife habitat, watershed protection",,,,,no,Fail,"30,498","31,005","61,503",49.59%,50.41%,,no,,,12105,12105,12105
7821,Hillsborough County,FL,County,10/1/1992,Bonds for parks,Bond,,Parks,"$20,000,000 ","$20,000,000 ","$20,000,000 ","$20,000,000 ",yes,Pass,"10,083","9,785","19,868",50.75%,49.25%,,no,,,12057,12057,12057
8079,Indian River County,FL,County,11/1/1992,Bonds for environmetally sensitive lands,Bond,,"Open space, watershed protection, wildlife habitat","$26,000,000 ","$26,000,000 ","$26,000,000 ","$26,000,000 ",yes,Pass,"16,781","15,100","31,881",52.64%,47.36%,,no,,,12061,12061,12061
9351,Key West,FL,Municipal,11/3/1992,"Bond to purchase Key West Bight, to construct a public marina and conservation areas.",Bond,,"Open space, recreation","$18,500,000 ","$18,500,000 ","$18,500,000 ","$18,500,000 ",yes,Pass,"6,022","2,146","8,168",73.73%,26.27%,,no,,,1236550,1236550,
7786,Fort Collins,CO,Municipal,11/3/1992,"5-year, .25% sales and use tax increase for acquisition and maintenance of land for public trails, wildlife habitat, and natural areas",Sales tax,,"Open space, wildlife habitat, trails","$12,500,000 ","$12,500,000 ","$12,500,000 ","$12,500,000 ",yes,Pass,"20,088","17,902","37,990",52.88%,47.12%,,no,1997,,827425,827425,
7834,Lafayette,CO,Municipal,11/3/1992,"Question No.1, 0.25% sales and use tax increase for acquisition of parks, preservation of open space, and establishment of trails",Sales tax,,"Open space, parks, trails","$6,000,000 ","$6,000,000 ","$6,000,000 ","$6,000,000 ",yes,Pass,"3,548","3,020","6,568",54.02%,45.98%,,no,,,841835,841835,
8031,Colorado,CO,State,11/3/1992,Lottery funds to establish Great Outdoors Colorado,Other,Lottery,"Open space, wildlife habitat, parks, trails","$600,000,000 ","$600,000,000 ","$600,000,000 ","$600,000,000 ",yes,Pass,"876,424","629,490","1,505,914",58.20%,41.80%,,no,,,8,8,8
7592,Mission Viejo,CA,Municipal,6/2/1992,Bond to acquire parcel of land for open space purposes,Bond,,Open space,"$2,000,000 ","$2,000,000 ",,,no,Fail,"12,081","20,340","32,421",37.26%,62.74%,Orange County,no,,,648256,648256,
7774,Marin County Open Space District,CA,Special District,6/2/1992,4-year parcel tax of $25/year,Other,Parcel Tax,"Open space, wildlife habitat, farmland","$8,000,000 ","$8,000,000 ",,,no,Fail,"47,244","29,127","76,371",61.86%,38.14%,2/3 vote required,no,,,,,
7783,Los Angeles County,CA,County,11/3/1992,"Measure A, Creation of a 22-year benefit assessment district to levy assessments on real property for open space, park and beach acquisition and related public works projects",Other,Benefit Assessment,"Open space, watershed protection, wildlife habitat, parks, trails","$540,000,000 ","$472,330,000 ","$540,000,000 ","$472,330,000 ",yes,Pass,"1,623,774","917,228","2,541,002",63.90%,36.10%,Majority vote required,yes,2015,,6037,6037,6037
7827,Orange ,CA,Municipal,6/2/1992,"Measure Y, Bond issue for acquisition and improvement of public park lands",Bond,,Parks,"$25,000,000 ","$25,000,000 ",,,no,Fail,"13,023","10,962","23,985",54.30%,45.70%,2/3 vote required,no,,,653980,653980,
10159,Santa Clara County,CA,County,6/2/1992,"5-year, $1.5 cent per $100 property tax extension of Park Charter Fund",Property tax,,"Open space, recreation, parks, trails, wildlife habitat, watershed protection","$45,000,000 ","$9,000,000 ","$45,000,000 ","$9,000,000 ",yes,Pass,"197,817","125,725","323,542",61.14%,38.86%,"Measure A, 20% for acquisition, 80% for development operations and maintenance",no,,,6085,6085,6085
7857,Hot Springs,AR,Municipal,11/3/1992,Bonds for acquisition of land adjoining existing parks and construction of parking for persons,Bond,,Parks,"$1,200,000 ","$300,000 ",,,no,Fail,"4,625","6,528","11,153",41.47%,58.53%,Garland County,no,,,505191773,505191773,
7875,Alabama,AL,State,11/3/1992,"Alabama Forever Land Trust-for the acquisition, maintenance and protection of lands and water areas,  plant and animal life, geological formations, wild habitats, recreational value and scenic beauty",Other,Interest from oil and gas royalties,"Open space, recreation,wildlife habitat,watershed protection","$200,000,000 ","$200,000,000 ","$200,000,000 ","$200,000,000 ",yes,Pass,"910,167","177,918","1,088,085",83.65%,16.35%,,no,,,1,1,1
7591,Mukilteo,WA,Municipal,11/2/1993,"Bond for fields, wetlands, trails, and parks",Bond,,"Parks, open space, trails","$7,645,000 ","$7,645,000 ",,,no,Fail,"2,160","2,626","4,786",45.13%,54.87%,Snohomish County,no,,,5347735,5347735,
7887,Granbury,TX,Municipal,11/13/1993,"Bond to acquire or improve, or both, land for park purpose",Bond,,Parks,"$260,000 ","$260,000 ","$260,000 ","$260,000 ",yes,Pass,204,133,337,60.53%,39.47%,Hood County,no,,,4830416,4830416,
9270,Travis County,TX,County,11/2/1993,"Bond for the acquisition of approximately 30,000 acres of Balcones Canyonlands",Bond,,"Open space, wildlife","$48,900,000 ","$48,900,000 ",,,no,Fail,"29,745","32,213","61,958",48.01%,51.99%,,no,,,48453,48453,48453
7755,Pennsylvania,PA,State,11/2/1993,"Bond to fund the acquisition and preservation of nature preserves, habitats and parks",Bond,,"Open space, habitat, parks","$50,000,000 ","$50,000,000 ","$50,000,000 ","$50,000,000 ",yes,Pass,"1,023,834","576,169","1,600,003",63.99%,36.01%,,no,,,42,42,42
7914,West Linn,Ore,Municipal,11/9/1993,Bond for land acquisition for parks,Bond,,Parks,"$3,200,000 ","$3,200,000 ",,,no,Fail,"3,116","3,438","6,554",47.54%,52.46%,,no,,,4180150,4180150,
9805,Ashland,Ore,Municipal,11/2/1993,"17-year, 5 percent meals tax with 80 percent of the revenue for the sewage treatment plant and 20 percent for open space purchases",Other,Meals tax,"Open space, parks","$22,554,000 ","$4,528,000 ","$22,554,000 ","$4,528,000 ",yes,Pass,,,,,,Jackson County,yes,2010,2009,4103050,4103050,
7885,Bartlesville,OK,Municipal,2/9/1993,Proposition No.4-Bond for parks,Bond,,Parks,"$900,000 ","$300,000 ","$900,000 ","$300,000 ",yes,Pass,"3,226","2,160","5,386",59.90%,40.10%, Washington County,no,,,4004450,4004450,
7523,Johnny Appleseed Park District,OH,County,5/4/1993,"10-year, .75-mill property tax (additional) for parks, land conservation, water protection, forests, and farmland",Property tax,,"parks, recreation, watershed protection, forests, farmland",,,,,yes,Pass,"10,539","8,635","19,174",54.97%,45.03%,Allen County,yes,2003,,39003,39003,39003
7878,Ohio,OH,State,11/3/1993,Constitutional Amendment. Bond for parks and recreation,Bond,,Parks,"$200,000,000 ","$200,000,000 ","$200,000,000 ","$200,000,000 ",yes,Pass,"1,547,841","1,008,172","2,556,013",60.56%,39.44%,,no,,,39,39,39
7698,Mendham Township,NJ,Municipal,11/2/1993,"5-year, 0.2 mill property tax for “Open Space Trust Fund” and “Outdoor Recreation”",Property tax,,"Open space, recreation","$3,018,080 ","$3,018,080 ","$3,018,080 ","$3,018,080 ",yes,Pass,"1,232",681,"1,913",64.40%,35.60%,Morris Co.,no,1998,,3402745360,3402745360,
7710,Warren County,NJ,County,11/2/1993,"0.2 mill property tax to create Open Space Trust Fund, the purpose of which is to preserve open space for the protection of water sources, outdoor recreation and farmland",Property tax,,"Recreation, open space, watershed protection, farmland","$22,123,200 ","$22,123,200 ","$22,123,200 ","$22,123,200 ",yes,Pass,"18,801","10,568","29,369",64.02%,35.98%,,no,,,34041,34041,34041
7832,West Windsor Township,NJ,Municipal,5/11/1993,"$0.01 per $100 assessed property value for the establishment, maintenance and improvement of parks, open space and playgrounds",Property tax,,"Open space, recreation, parks","$3,984,320 ","$2,656,213 ","$3,984,320 ","$2,656,213 ",yes,Pass,"3,181","1,294","4,475",71.08%,28.92%,Mercer County,no,,,3402180240,3402180240,
8062,Gloucester County,NJ,County,11/2/1993,1-cent per $100 property tax increase to protect and preserve open space and farmland,Property tax,,"Open space, farmland","$20,000,000 ","$20,000,000 ","$20,000,000 ","$20,000,000 ",yes,Pass,"40,597","18,144","58,741",69.11%,30.89%,,no,,,34015,34015,34015
9458,Roxbury Township,NJ,Municipal,11/2/1993,2 cents per $100 property tax increase for the establishment of an open space trust fund,Property tax,,"Open space, recreation","$8,195,260 ","$8,195,260 ","$8,195,260 ","$8,195,260 ",yes,Pass,"3,774","2,390","6,164",61.23%,38.77%,Morris County,no,,,3402764980,3402764980,
7922,North Carolina,NC,State,11/2/1993,State Park Bonds,Bond,,Parks,"$35,000,000 ","$20,000,000 ","$35,000,000 ","$20,000,000 ",yes,Pass,"464,108","353,602","817,710",56.76%,43.24%,,no,,,37,37,37
8074,Maplewood,MN,Municipal,11/2/1993,Bond to finance the acquisition of open space,Bond,,Open space,"$5,000,000 ","$5,000,000 ","$5,000,000 ","$5,000,000 ",yes,Pass,"2,344","1,992","4,336",54.06%,45.94%,Ramsey County,no,,,2740382,2740382,
